Taxon	Level	Annot	Sample_type	F6_her	F6_abund	F6_pnull	F7_her	F7_abund	F7_pnull
Otu570	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	D240	NA	NA	NA	0.1494	0.005	71.48
Otu571	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D25	0	0.556	8.64	0	0.183	14.22
Otu571	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0.0506	0.036	9.47	0.1278	0.021	20.99
Otu571	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0561	0.032	7.74	0	0.025	12.2
Otu571	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0.2377	0.165	1.37	0	0.201	1.88
Otu571	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	IC	NA	NA	NA	0.1061	0.008	74.26
Otu5714	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	CC	NA	NA	NA	0.0185	0.004	66.25
Otu5723	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D120	0.1636	0.002	78.11	NA	NA	NA
Otu5723	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	D240	0.0268	0.003	75.04	0.042	0.005	63.23
Otu5723	OTUs	Verrucomicrobia;Verruco-5;WCHB1-41;RFP12	CC	NA	NA	NA	0.1448	0.005	74.73
Otu5727	OTUs	Bacteria	D240	NA	NA	NA	0.0024	0.002	73.37
Otu573	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0	0.056	3.37	0	0.023	16.3
Otu573	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	0	0.027	12.32	0	0.027	7.56
Otu573	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	CC	0	0.052	9.59	0	0.023	26.53
Otu575	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	NA	NA	NA	0	0.004	72.84
Otu575	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0671	0.008	43.58	0	0.009	39.01
Otu575	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0.0579	0.003	68.4	0	0.004	52.23
Otu575	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0	0.002	77.74	0	0.002	71.9
Otu576	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	D120	0.0842	0.003	75.79	0	0.018	36.05
Otu576	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	D240	0.0247	0.003	72.99	0.1092	0.006	61.17
Otu5762	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	NA	NA	NA	0	0.002	76.12
Otu579	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	D120	NA	NA	NA	0.0529	0.004	64.69
Otu58	OTUs	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	D25	0	0.013	60.49	NA	NA	NA
Otu58	OTUs	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	D240	0	0.003	76.15	NA	NA	NA
Otu58	OTUs	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	IC	0.0465	0.019	71.88	0.2201	0.007	62.5
Otu581	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D25	0.1413	0.532	19.75	0	0.107	24.57
Otu581	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0.0005	0.099	4.42	0	0.069	10.37
Otu581	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0644	0.055	13.43	0.0883	0.043	15.81
Otu581	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0	0.392	2.4	0	0.215	4.87
Otu581	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	IC	0.0927	0.003	70.49	0	0.011	63.97
Otu5816	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D25	NA	NA	NA	0.0512	0.002	75.43
Otu5816	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D120	NA	NA	NA	0	0.003	57.78
Otu5816	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	D240	0	0.001	78.99	0.0407	0.003	59.62
Otu5816	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium	CC	0	0.001	78.08	0.0028	0.005	45.68
Otu582	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D120	0.1318	0.008	60.21	0.0717	0.004	70.86
Otu582	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	D240	0.0618	0.012	43.44	0.0973	0.006	63.23
Otu582	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	CC	0.2203	0.035	44.86	0.2514	0.054	41.6
Otu583	OTUs	Bacteroidetes;Saprospirae;Saprospirales;Saprospiraceae	D25	0	0.006	77.78	NA	NA	NA
Otu5861	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PSB-M-3	D25	0	0.544	45.68	NA	NA	NA
Otu5861	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;PSB-M-3	D120	0	0.014	77.26	NA	NA	NA
Otu5864	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0.0989	0.004	69.47	0.0278	0.004	67.16
Otu5866	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0.2961	0.013	69.89	0.1666	0.019	73.09
Otu5867	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D25	0.1048	0.009	79.01	NA	NA	NA
Otu5869	OTUs	Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae	D120	NA	NA	NA	0.1326	0.015	58.77
Otu5869	OTUs	Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae	D240	NA	NA	NA	0	0.004	74.4
Otu5871	OTUs	Tenericutes;Mollicutes;RF39	D25	0	0.015	64.2	NA	NA	NA
Otu5873	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Microbacteriaceae;Microbacterium	IC	0	0.289	52.08	0	0.002	74.02
Otu5875	OTUs	Bacteria	D25	0	0.032	77.78	NA	NA	NA
Otu5877	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	0.4029	0.607	9.88	0.1113	0.379	12.5
Otu5877	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0268	0.681	0	0.113	0.666	0
Otu5877	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.491	0	0.0046	0.531	0
Otu5877	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	1.11	0	0	0.888	0.78
Otu5877	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	IC	0	0.007	60.42	0	0.019	57.84
Otu5881	OTUs	Tenericutes;RF3;ML615J-28	D120	0.0822	0.003	75.79	0.0097	0.002	77.53
Otu5881	OTUs	Tenericutes;RF3;ML615J-28	D240	0	0.006	53.24	0.0773	0.006	53.95
Otu5881	OTUs	Tenericutes;RF3;ML615J-28	CC	0	0.011	63.36	0.0119	0.009	67.97
Otu5882	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D120	NA	NA	NA	0.1229	0.004	71.6
Otu5883	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium;Brevibacterium_aureum	CC	0	0.005	66.1	NA	NA	NA
Otu5883	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae;Brevibacterium;Brevibacterium_aureum	IC	0.009	0.053	33.68	0.06	0.04	72.79
Otu5885	OTUs	Bacteria	D120	NA	NA	NA	0.1994	0.004	79.01
Otu5885	OTUs	Bacteria	D240	0.0475	0.014	54.03	0.1222	0.016	47.94
Otu5885	OTUs	Bacteria	CC	0	0.016	78.77	NA	NA	NA
Otu5886	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Holdemania	D25	0	0.003	76.54	NA	NA	NA
Otu5888	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Eubacterium	D25	0.4395	0.004	75.31	0	0.006	76.72
Otu5889	OTUs	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	D240	0.0165	0.026	52.13	NA	NA	NA
Otu5891	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D25	0	0.018	75.31	NA	NA	NA
Otu5891	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D120	0	0.014	26.11	0.2568	0.01	41.23
Otu5891	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D240	0.0576	0.011	30.49	0.1	0.017	17.35
Otu5891	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	CC	0	0.01	33.9	0.0202	0.007	49.61
Otu5895	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0.2349	0.014	39.79	0.2042	0.011	40.49
Otu5895	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	NA	NA	NA	0.0707	0.004	76.46
Otu5896	OTUs	Bacteria	D120	0.2844	0.023	34.53	0.0451	0.023	33.83
Otu5896	OTUs	Bacteria	D240	0.0349	0.048	16.9	0.0823	0.043	15.29
Otu5896	OTUs	Bacteria	CC	0	0.036	44.52	0.1601	0.021	48.67
Otu5901	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae	D120	0.0071	0.003	72.84	NA	NA	NA
Otu5901	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae	CC	0	0.005	67.12	NA	NA	NA
Otu5901	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae	IC	0.0846	0.032	51.39	NA	NA	NA
Otu5902	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D240	0.0483	0.002	77.09	NA	NA	NA
Otu5903	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium;Propionibacterium_acnes	D240	0	0.005	62.72	NA	NA	NA
Otu5903	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Propionibacteriaceae;Propionibacterium;Propionibacterium_acnes	IC	0	0.012	63.19	NA	NA	NA
Otu5905	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0	0.006	74.57
Otu5905	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0	0.005	57.89	0	0.016	30.12
Otu5905	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.007	47.87	0	0.014	25.26
Otu5905	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0.0571	0.012	49.32	0	0.044	21.51
Otu5906	OTUs	Bacteria	D25	NA	NA	NA	0	0.009	71.12
Otu5907	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D120	0	0.002	72.42	0	0.002	78.77
Otu5907	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	CC	0	0.003	69.52	NA	NA	NA
Otu5909	OTUs	Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae	D240	NA	NA	NA	0	0.003	79.9
Otu5910	OTUs	Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae	D25	0	0.007	76.54	NA	NA	NA
Otu5914	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0	0.008	70.69
Otu5914	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0237	0.004	59.37	0	0.011	31.6
Otu5914	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0.0114	0.004	58.45	0.0052	0.009	36.43
Otu5914	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.01	47.26	0	0.04	17.27
Otu5915	OTUs	Bacteria	D25	NA	NA	NA	0	0.009	66.38
Otu5918	OTUs	Firmicutes	D25	NA	NA	NA	0.0129	0.003	77.16
Otu5919	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	0	0.061	44.44	0.0915	0.037	53.88
Otu5919	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.1304	0.032	16.63	0.0785	0.025	34.07
Otu5919	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0.1335	0.024	32.54	0.0484	0.03	28.87
Otu5919	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0.2654	0.036	44.52	0.1836	0.049	30.77
Otu5925	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0	0.003	76.29
Otu5925	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0343	0.009	42.95	0.0386	0.02	14.81
Otu5925	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.007	41.86	0.0451	0.018	14.78
Otu5925	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.003	73.63	0.0619	0.007	52.43
Otu5926	OTUs	Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Xiphinematobacter	D25	0	0.017	79.01	NA	NA	NA
Otu5928	OTUs	Acidobacteria;Acidobacteria-6;iii1-15	D25	0	0.007	76.54	NA	NA	NA
Otu5930	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D25	NA	NA	NA	0	0.003	78.45
Otu5938	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0.0805	0.008	75.86
Otu5938	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0	0.004	61.89	0.0487	0.015	30.12
Otu5938	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.004	59.56	0.0362	0.007	48.11
Otu5938	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.005	70.21	0.0842	0.021	40.82
Otu594	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	D25	0.1136	0.579	13.58	0.3234	1.108	25
Otu594	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	CC	0.039	0.012	67.81	0.1605	0.097	51.49
Otu5944	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;Rothia_nasimurium	D25	0.2297	0.005	58.02	0.0357	0.004	62.93
Otu5944	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;Rothia_nasimurium	D120	0	0.002	75.37	NA	NA	NA
Otu5944	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia;Rothia_nasimurium	IC	0.073	0.006	61.11	0	0.015	40.93
Otu5946	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D120	0	0.007	46.95	0	0.003	68.15
Otu5946	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	D240	0.048	0.003	66.51	0.0097	0.003	69.07
Otu5946	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;RFN20	CC	0.0787	0.006	54.79	0.0189	0.003	72.84
Otu5947	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D25	NA	NA	NA	0	0.004	74.57
Otu5948	OTUs	Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	D240	0	0.011	59.4	NA	NA	NA
Otu5952	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium	D120	0.1073	0.002	77.47	NA	NA	NA
Otu5952	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium	CC	0.0868	0.005	66.78	NA	NA	NA
Otu5952	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae;Brachybacterium	IC	0	0.05	34.72	NA	NA	NA
Otu5953	OTUs	Acidobacteria;Acidobacteria-6;iii1-15	D25	0	0.007	77.78	NA	NA	NA
Otu5956	OTUs	Acidobacteria;Acidobacteria-6;iii1-15	D25	0	0.024	74.07	NA	NA	NA
Otu5956	OTUs	Acidobacteria;Acidobacteria-6;iii1-15	D240	0	0.003	75.99	NA	NA	NA
Otu5958	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0	0.005	78.45
Otu5958	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0	0.003	67.79	0	0.009	37.53
Otu5958	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.004	56.87	0.0529	0.008	35.05
Otu5958	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.008	52.05	0	0.03	25.9
Otu5959	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	IC	NA	NA	NA	0	0.002	74.51
Otu596	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	D25	0.4215	1.481	1.23	0	1.353	3.02
Otu596	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	D240	0.0089	0.012	57.03	NA	NA	NA
Otu596	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	CC	0.0422	0.041	58.56	0.1327	0.092	51.65
Otu596	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	IC	0.0055	0.109	45.49	0.0685	0.036	65.44
Otu5966	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D25	0	0.012	43.21	0	0.029	31.03
Otu5967	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	D25	0	0.007	59.26	0	0.014	54.31
Otu5973	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;p-75-a5	CC	NA	NA	NA	0.0443	0.007	48.35
Otu5975	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D25	0	0.011	66.67	0	0.021	70.69
Otu5975	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D120	0.0136	0.008	55.58	0.1159	0.027	38.77
Otu5975	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio	D240	0.0299	0.004	68.72	0.1286	0.008	62.37
Otu598	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis	D25	0.2022	0.261	29.63	0	0.763	30.17
Otu598	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis	CC	0.0343	0.021	56.16	0.0096	0.155	44.11
Otu598	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis	IC	0	0.053	58.33	0.1675	0.489	35.78
Otu599	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	0.0274	0.566	4.94	0.187	0.634	3.88
Otu599	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0069	1.059	0	NA	0.81	0.25
Otu599	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0.0296	0.738	0	0.0553	0.954	0.52
Otu599	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0	0.737	0.68	0.1491	1.154	0.16
Otu599	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	IC	0.0669	0.017	52.08	0	0.036	48.28
Otu5992	OTUs	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter	D25	0	0.006	76.54	NA	NA	NA
Otu5994	OTUs	Firmicutes;Clostridia;Thermoanaerobacterales	D240	0	0.005	71.56	NA	NA	NA
Otu5995	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0	0.004	73.28
Otu5995	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0.0646	0.009	43.37	0	0.026	9.63
Otu5995	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.008	39.34	0.0594	0.024	6.87
Otu5995	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0.3066	0.004	68.49	0.0082	0.012	36.89
Otu5998	OTUs	Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	D120	NA	NA	NA	0.0681	0.002	74.07
Otu5999	OTUs	Actinobacteria;Actinobacteria;Actinomycetales	IC	0	0.011	64.24	NA	NA	NA
Otu60	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D120	0.0639	0.007	66.32	0.0824	0.022	43.46
Otu60	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	D240	0.0131	0.009	56.56	0.3095	0.021	35.22
Otu60	OTUs	Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema	CC	NA	NA	NA	0.1333	0.009	72.21
Otu600	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	0.2769	0.132	55.56	0.218	0.087	47.84
Otu600	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.0332	0.307	0.84	NA	0.384	0.25
Otu600	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0.0038	0.242	0.16	0.0756	0.323	0.34
Otu600	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.0721	0.258	2.74	0	0.242	8.16
Otu600	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	IC	0	0.005	69.44	0	0.01	65.44
Otu601	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D25	0.0773	0.004	67.9	0.3063	0.059	62.07
Otu601	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D120	0.1838	0.827	0	0.3845	0.683	1.23
Otu601	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	D240	0	0.695	0	0.0149	0.889	0
Otu601	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	CC	0.0232	0.481	0.68	0.0738	0.377	1.57
Otu601	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales	IC	0	0.01	50	0.1257	0.019	58.82
Otu602	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	D120	NA	NA	NA	0.0389	0.004	58.52
Otu602	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	D240	NA	NA	NA	0.0441	0.002	74.91
Otu6022	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Phycicoccus	D25	0	0.007	75.31	NA	NA	NA
Otu6022	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Phycicoccus	D240	0.0251	0.009	60.35	NA	NA	NA
Otu6022	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Phycicoccus	IC	0.0627	0.015	54.17	0	0.011	73.77
Otu6027	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D25	NA	NA	NA	0.0381	0.006	77.59
Otu6027	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D120	0	0.004	68.63	0	0.011	38.27
Otu6027	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	D240	0	0.004	60.98	0.042	0.006	50
Otu6027	OTUs	Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta	CC	0	0.005	65.75	0	0.016	38.78
Otu603	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;BS11	D25	0	0.263	45.68	0	0.418	41.81
Otu603	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;BS11	D120	0.1918	1.288	7.16	0.0342	0.519	16.79
Otu603	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;BS11	D240	0.1937	1.002	7.11	0.133	0.706	5.84
Otu603	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;BS11	CC	0	0.099	37.67	0.1421	0.256	39.72
Otu603	OTUs	Bacteroidetes;Bacteroidia;Bacteroidales;BS11	IC	0	0.018	72.92	0.0115	0.042	56.62
Otu6031	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D120	NA	NA	NA	0	0.003	67.9
Otu6031	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	D240	0.0234	0.002	78.99	0.0458	0.003	68.9
Otu6031	OTUs	Firmicutes;Clostridia;Clostridiales;Veillonellaceae	CC	NA	NA	NA	0.0604	0.003	78.18
Otu6032	OTUs	Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus	IC	0.0488	0.007	55.21	0.066	0.005	66.42
Otu6035	OTUs	Tenericutes;Mollicutes;RF39	D120	NA	NA	NA	0.02	0.003	79.26
Otu6036	OTUs	Firmicutes	D120	NA	NA	NA	0	0.006	59.01
