id	F6-p	F7-p	annotation	group	method	shape
Otu21675	0.7177	0.2361	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu1144	0.718	0.683	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu13852	0.7182	0.6387	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11"	grey	h2-q	Quantitative
Otu15691	0.7184	0.7998	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu22470	0.7184	0.7032	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu851	0.719	0.09244	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu10228	0.7192	0.1736	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu9545	0.7192	0.8561	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7196	0.7199	0.06607	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu28566	0.7204	0.7441	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15922	0.7207	0.5823	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h2-q	Quantitative
Otu15682	0.7209	0.5428	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas"	grey	h2-q	Quantitative
Otu14800	0.721	0.07551	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu19669	0.721	0.9263	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu364	0.7214	0.6665	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas"	grey	h2-q	Quantitative
Otu13160	0.7218	0.8418	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu1569	0.7218	0.04117	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu112	0.7219	0.1849	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	grey	h2-q	Quantitative
Otu24691	0.7221	0.8139	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu22058	0.7222	0.8864	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu9095	0.7228	0.6704	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu21915	0.7232	0.5694	"Bacteria;Bacteroidetes"	grey	h2-q	Quantitative
Otu9374	0.7234	0.7626	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu17051	0.7235	0.4861	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu17960	0.7239	0.2435	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu10412	0.7242	0.8084	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu7540	0.7244	0.5398	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu10179	0.7246	0.2115	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu28641	0.725	0.8364	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu8656	0.7251	0.9686	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu16518	0.7253	0.1435	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu122	0.7255	0.1172	"Bacteria;Firmicutes;Bacilli;Lactobacillales"	grey	h2-q	Quantitative
Otu29179	0.7262	0.2921	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu11825	0.7264	0.9966	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu12897	0.7264	0.3619	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu9036	0.7264	0.3977	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"	grey	h2-q	Quantitative
Otu9476	0.7264	0.3992	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu23751	0.7265	0.8576	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu19726	0.7266	0.5013	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu11437	0.728	0.9705	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu11120	0.7283	0.1661	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h2-q	Quantitative
Otu8754	0.7285	0.7499	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu17645	0.7292	0.3089	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu21491	0.7293	0.2174	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium"	grey	h2-q	Quantitative
Otu1112	0.7295	0.7492	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu706	0.7299	0.01157	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu684	0.73	0.3892	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu601	0.7303	0.7425	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16551	0.7304	0.8955	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu8982	0.7304	0.6164	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu12649	0.7311	0.9902	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu25570	0.7312	0.4035	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu21544	0.7315	0.7506	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu1521	0.7318	0.3474	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu15877	0.7318	0.6906	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu4800	0.7318	0.7162	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium"	grey	h2-q	Quantitative
Otu12368	0.7319	0.3283	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu1029	0.732	0.7002	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu18679	0.7322	0.1518	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu7559	0.7323	0.6051	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu28465	0.7327	0.1714	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira"	grey	h2-q	Quantitative
Otu732	0.7328	0.6022	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu7066	0.733	0.7033	Bacteria	grey	h2-q	Quantitative
Otu1759	0.7339	0.707	"Bacteria;Proteobacteria;Deltaproteobacteria;GMD14H09"	grey	h2-q	Quantitative
Otu6990	0.7341	0.09804	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9233	0.7344	0.1798	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu12043	0.7347	0.06508	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu28654	0.7347	0.4781	"Bacteria;Proteobacteria"	grey	h2-q	Quantitative
Otu29309	0.7347	0.1939	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu28442	0.7348	0.6527	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h2-q	Quantitative
Otu26881	0.7349	0.4528	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu4711	0.7352	0.6326	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Phascolarctobacterium"	grey	h2-q	Quantitative
Otu16993	0.7358	0.7094	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu16280	0.7361	0.4351	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu15118	0.7362	0.4271	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu14996	0.7373	0.5954	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h2-q	Quantitative
Otu16225	0.7378	0.4489	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu11311	0.7379	0.2262	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu19999	0.7383	0.4348	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu8116	0.7386	0.6813	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu8894	0.7386	0.02624	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu513	0.7395	0.9777	"Bacteria;Tenericutes;Mollicutes;Acholeplasmatales"	grey	h2-q	Quantitative
Otu13125	0.7397	0.877	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu15822	0.7399	0.1129	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15799	0.7403	0.5886	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15812	0.7405	0.9994	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16095	0.7405	0.7764	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7171	0.7406	0.9636	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21568	0.7407	0.5276	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu8099	0.7409	0.8647	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu16093	0.7411	0.9367	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu1830	0.7417	0.2178	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila"	grey	h2-q	Quantitative
Otu30026	0.7417	0.4465	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu11067	0.7421	0.165	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15676	0.7426	0.9246	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu8131	0.7426	0.7808	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu22498	0.7429	0.1346	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu4634	0.7431	0.1987	Bacteria	grey	h2-q	Quantitative
Otu16248	0.7432	0.5921	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15010	0.7434	0.5878	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h2-q	Quantitative
Otu9055	0.7434	0.5024	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu25578	0.7437	0.6595	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu1010	0.744	0.2467	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h2-q	Quantitative
Otu28794	0.7442	0.9447	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu10791	0.7446	0.7131	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu20952	0.7449	0.07908	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu15719	0.7459	0.9191	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea"	grey	h2-q	Quantitative
Otu7063	0.7459	0.9251	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu658	0.7461	0.966	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h2-q	Quantitative
Otu8836	0.7462	0.4298	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu30919	0.747	0.4467	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Ruminococcus;Ruminococcus_gnavus"	grey	h2-q	Quantitative
Otu11171	0.7481	0.4537	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu11991	0.7482	0.6744	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7263	0.7482	0.1299	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu16190	0.7494	0.8548	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu771	0.7494	0.9612	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu13365	0.7496	0.9292	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15772	0.7496	0.9643	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus"	grey	h2-q	Quantitative
Otu700	0.7498	0.4297	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu29846	0.75	0.4428	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu600	0.75	0.01929	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu12437	0.7501	0.5802	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h2-q	Quantitative
Otu19717	0.7502	0.4505	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h2-q	Quantitative
Otu2114	0.7502	0.5209	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu16692	0.7505	0.205	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu28436	0.7512	0.8112	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu10092	0.7513	0.1564	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu19316	0.7514	0.3108	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu11655	0.7515	0.437	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h2-q	Quantitative
Otu16741	0.7519	0.3565	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h2-q	Quantitative
Otu8988	0.7519	0.7997	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu26766	0.752	0.5472	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu16499	0.7521	0.9331	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu21392	0.7523	0.863	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu24247	0.7524	0.194	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu7342	0.7533	0.8186	Bacteria	grey	h2-q	Quantitative
Otu3346	0.7535	0.8155	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia"	grey	h2-q	Quantitative
Otu7089	0.7537	0.8001	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu27616	0.7539	0.1213	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu7216	0.7549	0.5693	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu8795	0.7552	0.5328	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h2-q	Quantitative
Otu10734	0.7554	0.6657	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu1234	0.7555	0.9354	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu16079	0.7556	0.1571	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h2-q	Quantitative
Otu16251	0.7562	0.9656	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Aminobacter"	grey	h2-q	Quantitative
Otu3092	0.7571	0.9929	"Bacteria;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia"	grey	h2-q	Quantitative
Otu558	0.7575	0.07087	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu29939	0.7576	0.4209	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu16937	0.758	0.6362	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu10708	0.7583	0.031	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h2-q	Quantitative
Otu1576	0.7583	0.01749	"Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter"	grey	h2-q	Quantitative
Otu7245	0.7583	0.2346	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu1178	0.7589	0.08317	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu7815	0.759	0.9569	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu970	0.7593	0.2395	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu7847	0.7594	0.4167	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu299	0.7595	0.01003	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu21880	0.7598	0.3521	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu31448	0.7598	0.9179	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu7145	0.7599	0.6118	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu3027	0.7603	0.3914	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu17085	0.7607	0.2671	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu7352	0.7607	0.8265	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu2004	0.7612	0.7892	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae"	grey	h2-q	Quantitative
Otu15786	0.7614	0.1933	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21272	0.7618	0.5735	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu7052	0.7619	0.07798	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h2-q	Quantitative
Otu19666	0.7621	0.8112	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h2-q	Quantitative
Otu25560	0.7623	0.1498	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu17658	0.7624	0.2837	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;RF16"	grey	h2-q	Quantitative
Otu382	0.7625	0.2867	"Bacteria;Tenericutes;RF3;ML615J-28"	grey	h2-q	Quantitative
Otu5896	0.7625	0.6997	Bacteria	grey	h2-q	Quantitative
Otu7749	0.7625	0.7397	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h2-q	Quantitative
Otu320	0.7627	0.2838	"Bacteria;Tenericutes;RF3;ML615J-28"	grey	h2-q	Quantitative
Otu16059	0.7629	0.5317	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu17036	0.763	0.2891	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h2-q	Quantitative
Otu2920	0.763	0.2465	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu29843	0.763	0.07618	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia"	grey	h2-q	Quantitative
Otu8137	0.7635	0.2027	"Bacteria;Bacteroidetes"	grey	h2-q	Quantitative
Otu10080	0.7637	0.4053	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu1507	0.7643	0.9169	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu649	0.7647	0.1906	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu231	0.7649	0.1292	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h2-q	Quantitative
Otu1158	0.7651	0.2866	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h2-q	Quantitative
Otu19805	0.7651	0.08445	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu21497	0.7651	0.9349	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu24748	0.7651	0.2856	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu31107	0.7652	0.1761	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu152	0.7654	0.271	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h2-q	Quantitative
Otu1452	0.7655	0.2502	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h2-q	Quantitative
Otu17377	0.7655	0.3239	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15975	0.7661	0.1772	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h2-q	Quantitative
Otu11573	0.7663	0.5272	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h2-q	Quantitative
Otu15762	0.7665	0.8188	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
Otu21489	0.7665	0.5794	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu6032	0.7665	0.9663	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Micrococcus"	grey	h2-q	Quantitative
Otu15735	0.7668	0.6431	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h2-q	Quantitative
Otu15693	0.767	0.3775	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia_producta"	grey	h2-q	Quantitative
Otu810	0.7671	0.7971	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h2-q	Quantitative
Otu8127	0.7671	0.6484	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h2-q	Quantitative
Otu9613	0.7671	0.9488	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h2-q	Quantitative
